service_date,total_rides
05/05/2022,793785
05/06/2022,728087
05/07/2022,571442
05/08/2022,372108
05/09/2022,752782
05/10/2022,822502
05/11/2022,814350
05/12/2022,820984
05/13/2022,802880
05/14/2022,552405
05/15/2022,382913
05/16/2022,765480
05/17/2022,816709
05/18/2022,775572
05/19/2022,837918
05/20/2022,779205
05/21/2022,477735
05/22/2022,414758
05/23/2022,754416
05/24/2022,820361
05/25/2022,781663
05/26/2022,799922
05/27/2022,735290
05/28/2022,579761
05/29/2022,485992
05/30/2022,446286
05/31/2022,794926
06/01/2022,843690
06/02/2022,847944
06/03/2022,848796
06/04/2022,560908
06/05/2022,447260
06/06/2022,729832
06/07/2022,841719
06/08/2022,783073
06/09/2022,847776
06/10/2022,778398
06/11/2022,576420
06/12/2022,417935
06/13/2022,740303
06/14/2022,812977
06/15/2022,774390
06/16/2022,793443
06/17/2022,795020
06/18/2022,624031
06/19/2022,453214
06/20/2022,623655
06/21/2022,748688
06/22/2022,780353
06/23/2022,788251
06/24/2022,782974
06/25/2022,536269
06/26/2022,530106
06/27/2022,714953
06/28/2022,793924
06/29/2022,798610
06/30/2022,788609
07/01/2022,746184
07/02/2022,586951
07/03/2022,455892
07/04/2022,359758
07/05/2022,684511
07/06/2022,753588
07/07/2022,775300
07/08/2022,737898
07/09/2022,602761
07/10/2022,437330
07/11/2022,700657
07/12/2022,812185
07/13/2022,820166
07/14/2022,824199
07/15/2022,692912
07/16/2022,601770
07/17/2022,421259
07/18/2022,732028
07/19/2022,788959
07/20/2022,793644
07/21/2022,788361
07/22/2022,750407
07/23/2022,540687
07/24/2022,412184
07/25/2022,738399
07/26/2022,813311
07/27/2022,786326
07/28/2022,829245
07/29/2022,809653
07/30/2022,631440
07/31/2022,477088
08/01/2022,738724
08/02/2022,787627
08/03/2022,752007
08/04/2022,791127
08/05/2022,802946
08/06/2022,583076
08/07/2022,395386
08/08/2022,667621
08/09/2022,806854
08/10/2022,801563
08/11/2022,782673
08/12/2022,750912
08/13/2022,549199
08/14/2022,403837
08/15/2022,735385
08/16/2022,781356
08/17/2022,787037
08/18/2022,790304
08/19/2022,806322
08/20/2022,539769
08/21/2022,456881
08/22/2022,806958
08/23/2022,880215
08/24/2022,879168
08/25/2022,858470
08/26/2022,843625
08/27/2022,562693
08/28/2022,408553
08/29/2022,761214
08/30/2022,891765
08/31/2022,888045
09/01/2022,897822
09/02/2022,868391
09/03/2022,620321
09/04/2022,456791
09/05/2022,417557
09/06/2022,889161
09/07/2022,922732
09/08/2022,920901
09/09/2022,879186
09/10/2022,621620
09/11/2022,355898
09/12/2022,823721
09/13/2022,918312
09/14/2022,926839
09/15/2022,935374
09/16/2022,940532
09/17/2022,657928
09/18/2022,479015
09/19/2022,845504
09/20/2022,909388
09/21/2022,930515
09/22/2022,928855
09/23/2022,813671
09/24/2022,585145
09/25/2022,425634
09/26/2022,835610
09/27/2022,920325
09/28/2022,929753
09/29/2022,920445
09/30/2022,889663
10/01/2022,610548
10/02/2022,429281
10/03/2022,869709
10/04/2022,926737
10/05/2022,921786
10/06/2022,936316
10/07/2022,883550
10/08/2022,627432
10/09/2022,559300
10/10/2022,745523
10/11/2022,914134
10/12/2022,882793
10/13/2022,953270
10/14/2022,873638
10/15/2022,597374
10/16/2022,419271
10/17/2022,803577
10/18/2022,871703
10/19/2022,903987
10/20/2022,890844
10/21/2022,806704
10/22/2022,583237
10/23/2022,428836
10/24/2022,841879
10/25/2022,848201
10/26/2022,933329
10/27/2022,923955
10/28/2022,854827
10/29/2022,565586
10/30/2022,395165
10/31/2022,773804
11/01/2022,913818
11/02/2022,912247
11/03/2022,930247
11/04/2022,835430
11/05/2022,510512
11/06/2022,432710
11/07/2022,847300
11/08/2022,788712
11/09/2022,906375
11/10/2022,931419
11/11/2022,788113
11/12/2022,517471
11/13/2022,401072
11/14/2022,810142
11/15/2022,845926
11/16/2022,868403
11/17/2022,857318
11/18/2022,786185
11/19/2022,484970
11/20/2022,367840
11/21/2022,723167
11/22/2022,749167
11/23/2022,673878
11/24/2022,272186
11/25/2022,521787
11/26/2022,490004
11/27/2022,336812
11/28/2022,779592
11/29/2022,838562
11/30/2022,813275
12/01/2022,845791
12/02/2022,817935
12/03/2022,538461
12/04/2022,394522
12/05/2022,774326
12/06/2022,835376
12/07/2022,850020
12/08/2022,845415
12/09/2022,744495
12/10/2022,551605
12/11/2022,399190
12/12/2022,771009
12/13/2022,839123
12/14/2022,794836
12/15/2022,837889
12/16/2022,756387
12/17/2022,495234
12/18/2022,374047
12/19/2022,694054
12/20/2022,760008
12/21/2022,742954
12/22/2022,546260
12/23/2022,261890
12/24/2022,244846
12/25/2022,140554
12/26/2022,328373
12/27/2022,517792
12/28/2022,533545
12/29/2022,578445
12/30/2022,607966
12/31/2022,438529
